asset,year,region,technology,installed,capacity
0,2025,Kenya,Biomass Power Plant,2020,2.78150000000
0,2030,Kenya,Biomass Power Plant,2020,2.72580000000
0,2035,Kenya,Biomass Power Plant,2020,2.67130000000
0,2040,Kenya,Biomass Power Plant,2020,2.61790000000
0,2045,Kenya,Biomass Power Plant,2020,2.56550000000
0,2049,Kenya,Biomass Power Plant,2020,2.52450000000
0,2050,Kenya,Biomass Power Plant,2020,2.51420000000
0,2054,Kenya,Biomass Power Plant,2020,2.09520000000
0,2055,Kenya,Biomass Power Plant,2020,1.99040000000
1,2025,Kenya,Geothermal Power Plant,2020,20.44460000000
1,2030,Kenya,Geothermal Power Plant,2020,20.18560000000
1,2035,Kenya,Geothermal Power Plant,2020,19.93180000000
1,2040,Kenya,Geothermal Power Plant,2020,19.68300000000
1,2045,Kenya,Geothermal Power Plant,2020,19.43930000000
1,2049,Kenya,Geothermal Power Plant,2020,19.24820000000
1,2050,Kenya,Geothermal Power Plant,2020,11.70520000000
1,2054,Kenya,Geothermal Power Plant,2020,9.75430000000
1,2055,Kenya,Geothermal Power Plant,2020,9.26660000000
2,2030,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2035,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2040,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2045,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2049,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2050,Kenya,Geothermal Power Plant,2025,17.33220000000
2,2054,Kenya,Geothermal Power Plant,2025,17.33220000000
3,2025,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,15.42170000000
3,2030,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,15.11330000000
3,2035,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.81100000000
3,2040,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.51480000000
3,2045,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.22450000000
3,2049,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,13.99690000000
3,2050,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,13.94000000000
3,2054,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,11.61670000000
3,2055,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,11.03590000000
4,2030,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2035,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2040,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2045,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2049,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2050,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2054,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2055,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2074,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2075,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
4,2079,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,0.78750000000
5,2025,Kenya,Light Fuel Oil Power Plant,2020,8.88530000000
5,2030,Kenya,Light Fuel Oil Power Plant,2020,8.70760000000
5,2035,Kenya,Light Fuel Oil Power Plant,2020,8.53340000000
5,2040,Kenya,Light Fuel Oil Power Plant,2020,8.36270000000
5,2045,Kenya,Light Fuel Oil Power Plant,2020,8.19550000000
5,2049,Kenya,Light Fuel Oil Power Plant,2020,8.06440000000
5,2050,Kenya,Light Fuel Oil Power Plant,2020,8.03160000000
5,2054,Kenya,Light Fuel Oil Power Plant,2020,6.69300000000
5,2055,Kenya,Light Fuel Oil Power Plant,2020,6.35830000000
6,2025,Kenya,Medium Hydropower Plant (10-100MW),2020,17.76520000000
6,2030,Kenya,Medium Hydropower Plant (10-100MW),2020,17.61140000000
6,2035,Kenya,Medium Hydropower Plant (10-100MW),2020,17.46070000000
6,2040,Kenya,Medium Hydropower Plant (10-100MW),2020,17.31300000000
6,2045,Kenya,Medium Hydropower Plant (10-100MW),2020,17.16830000000
6,2049,Kenya,Medium Hydropower Plant (10-100MW),2020,17.05480000000
6,2050,Kenya,Medium Hydropower Plant (10-100MW),2020,17.02640000000
6,2054,Kenya,Medium Hydropower Plant (10-100MW),2020,15.86800000000
6,2055,Kenya,Medium Hydropower Plant (10-100MW),2020,15.57840000000
6,2074,Kenya,Medium Hydropower Plant (10-100MW),2020,10.07600000000
7,2030,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2035,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2040,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2045,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2049,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2050,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2054,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2055,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2074,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2075,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
7,2079,Kenya,Medium Hydropower Plant (10-100MW),2025,11.38420000000
8,2025,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.81470000000
8,2030,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.53840000000
8,2035,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.26760000000
8,2040,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.00220000000
8,2045,Kenya,Oil Fired Gas Turbine (SCGT),2020,12.74220000000
8,2049,Kenya,Oil Fired Gas Turbine (SCGT),2020,12.53830000000
8,2050,Kenya,Oil Fired Gas Turbine (SCGT),2020,12.48740000000
8,2054,Kenya,Oil Fired Gas Turbine (SCGT),2020,10.40610000000
8,2055,Kenya,Oil Fired Gas Turbine (SCGT),2020,9.88580000000
9,2025,Kenya,Onshore Wind,2020,9.58060000000
9,2030,Kenya,Onshore Wind,2020,9.38900000000
9,2035,Kenya,Onshore Wind,2020,9.20120000000
9,2040,Kenya,Onshore Wind,2020,9.01720000000
9,2045,Kenya,Onshore Wind,2020,8.83690000000
9,2049,Kenya,Onshore Wind,2020,8.69550000000
9,2050,Kenya,Onshore Wind,2020,8.66010000000
9,2054,Kenya,Onshore Wind,2020,7.21680000000
9,2055,Kenya,Onshore Wind,2020,6.85590000000
10,2030,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2035,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2040,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2045,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2049,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2050,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2054,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2055,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2074,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2075,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
10,2079,Kenya,Small Hydropower Plant (<10MW),2025,0.78750000000
11,2025,Kenya,Solar PV (Distributed with Storage),2020,1.16950000000
11,2030,Kenya,Solar PV (Distributed with Storage),2020,1.14610000000
11,2035,Kenya,Solar PV (Distributed with Storage),2020,1.12310000000
11,2040,Kenya,Solar PV (Distributed with Storage),2020,1.10070000000
11,2045,Kenya,Solar PV (Distributed with Storage),2020,1.07870000000
11,2049,Kenya,Solar PV (Distributed with Storage),2020,1.06140000000
11,2050,Kenya,Solar PV (Distributed with Storage),2020,1.05710000000
11,2054,Kenya,Solar PV (Distributed with Storage),2020,0.88090000000
11,2055,Kenya,Solar PV (Distributed with Storage),2020,0.83690000000
12,2025,Kenya,Solar PV (Utility),2020,0.74170000000
12,2030,Kenya,Solar PV (Utility),2020,0.72690000000
12,2035,Kenya,Solar PV (Utility),2020,0.71240000000
12,2040,Kenya,Solar PV (Utility),2020,0.69810000000
12,2045,Kenya,Solar PV (Utility),2020,0.68410000000
12,2049,Kenya,Solar PV (Utility),2020,0.67320000000
12,2050,Kenya,Solar PV (Utility),2020,0.67050000000
12,2054,Kenya,Solar PV (Utility),2020,0.55870000000
12,2055,Kenya,Solar PV (Utility),2020,0.53080000000
