asset,year,region,technology,installed,capacity
0,2045,Kenya-edited,Biomass Power Plant,2020,0.47700000000
0,2049,Kenya-edited,Biomass Power Plant,2020,0.36250000000
0,2050,Kenya-edited,Biomass Power Plant,2020,0.33390000000
1,2045,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2049,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2050,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2054,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2055,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2059,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2060,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2064,Kenya-edited,Biomass Power Plant,2030,22.61960000000
2,2045,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2049,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2050,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2054,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2055,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2059,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2060,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2064,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2065,Kenya-edited,Biomass Power Plant,2035,18.33690000000
2,2069,Kenya-edited,Biomass Power Plant,2035,18.33690000000
3,2045,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2049,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2050,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2054,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2055,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2059,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2060,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2064,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2065,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2069,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2070,Kenya-edited,Biomass Power Plant,2040,11.03400000000
3,2074,Kenya-edited,Biomass Power Plant,2040,11.03400000000
4,2050,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2054,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2055,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2059,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2060,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2064,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2065,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2069,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2070,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2074,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2075,Kenya-edited,Biomass Power Plant,2045,12.45190000000
4,2079,Kenya-edited,Biomass Power Plant,2045,12.45190000000
5,2045,Kenya-edited,Coal Power Plant,2030,6.77430000000
5,2049,Kenya-edited,Coal Power Plant,2030,6.77430000000
5,2050,Kenya-edited,Coal Power Plant,2030,6.77430000000
5,2054,Kenya-edited,Coal Power Plant,2030,6.77430000000
