asset,year,region,technology,installed,capacity
0,2030,Kenya-edited,Biomass Power Plant,2020,1.39070000000
0,2035,Kenya-edited,Biomass Power Plant,2020,0.97350000000
0,2040,Kenya-edited,Biomass Power Plant,2020,0.68150000000
0,2045,Kenya-edited,Biomass Power Plant,2020,0.47700000000
0,2049,Kenya-edited,Biomass Power Plant,2020,0.36250000000
0,2050,Kenya-edited,Biomass Power Plant,2020,0.33390000000
1,2035,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2040,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2045,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2049,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2050,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2054,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2055,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2059,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2060,Kenya-edited,Biomass Power Plant,2030,22.61960000000
1,2064,Kenya-edited,Biomass Power Plant,2030,22.61960000000
2,2035,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2040,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2045,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2049,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2050,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2054,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2055,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2059,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2060,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2064,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2065,Kenya-edited,Coal Power Plant,2030,6.77430000000
2,2069,Kenya-edited,Coal Power Plant,2030,6.77430000000
3,2030,Kenya-edited,Geothermal Power Plant,2020,43.15560000000
3,2035,Kenya-edited,Geothermal Power Plant,2020,41.21320000000
3,2040,Kenya-edited,Geothermal Power Plant,2020,39.85350000000
3,2045,Kenya-edited,Geothermal Power Plant,2020,38.90170000000
3,2049,Kenya-edited,Geothermal Power Plant,2020,38.36870000000
3,2050,Kenya-edited,Geothermal Power Plant,2020,1.55460000000
4,2030,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2035,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2040,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2045,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2049,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2050,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
4,2054,Kenya-edited,Geothermal Power Plant,2025,34.18170000000
5,2035,Kenya-edited,Geothermal Power Plant,2030,55.58110000000
5,2040,Kenya-edited,Geothermal Power Plant,2030,55.58110000000
5,2045,Kenya-edited,Geothermal Power Plant,2030,55.58110000000
5,2049,Kenya-edited,Geothermal Power Plant,2030,55.58110000000
5,2050,Kenya-edited,Geothermal Power Plant,2030,55.58110000000
