asset,year,region,installed,technology,capacity
0,2035,Kenya,2020,Biomass Power Plant,0.61310000000
0,2040,Kenya,2020,Biomass Power Plant,0.36780000000
0,2045,Kenya,2020,Biomass Power Plant,0.22070000000
0,2049,Kenya,2020,Biomass Power Plant,0.15010000000
0,2050,Kenya,2020,Biomass Power Plant,0.13240000000
1,2035,Kenya,2020,Geothermal Power Plant,44.91280000000
1,2040,Kenya,2020,Geothermal Power Plant,43.77110000000
1,2045,Kenya,2020,Geothermal Power Plant,43.08620000000
1,2049,Kenya,2020,Geothermal Power Plant,42.75740000000
1,2050,Kenya,2020,Geothermal Power Plant,0.61650000000
2,2035,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),3.39910000000
2,2040,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),2.03940000000
2,2045,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),1.22370000000
2,2049,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),0.83210000000
2,2050,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),0.73420000000
3,2035,Kenya,2020,Light Fuel Oil Power Plant,1.95840000000
3,2040,Kenya,2020,Light Fuel Oil Power Plant,1.17500000000
3,2045,Kenya,2020,Light Fuel Oil Power Plant,0.70500000000
3,2049,Kenya,2020,Light Fuel Oil Power Plant,0.47940000000
3,2050,Kenya,2020,Light Fuel Oil Power Plant,0.42300000000
4,2035,Kenya,2020,Medium Hydropower Plant (10-100MW),1.69480000000
4,2040,Kenya,2020,Medium Hydropower Plant (10-100MW),1.01690000000
4,2045,Kenya,2020,Medium Hydropower Plant (10-100MW),0.61010000000
4,2049,Kenya,2020,Medium Hydropower Plant (10-100MW),0.41490000000
4,2050,Kenya,2020,Medium Hydropower Plant (10-100MW),0.36610000000
5,2035,Kenya,2020,Oil Fired Gas Turbine (SCGT),3.04490000000
5,2040,Kenya,2020,Oil Fired Gas Turbine (SCGT),1.82690000000
5,2045,Kenya,2020,Oil Fired Gas Turbine (SCGT),1.09620000000
5,2049,Kenya,2020,Oil Fired Gas Turbine (SCGT),0.74540000000
5,2050,Kenya,2020,Oil Fired Gas Turbine (SCGT),0.65770000000
6,2035,Kenya,2020,Onshore Wind,2.11170000000
6,2040,Kenya,2020,Onshore Wind,1.26700000000
6,2045,Kenya,2020,Onshore Wind,0.76020000000
6,2049,Kenya,2020,Onshore Wind,0.51690000000
6,2050,Kenya,2020,Onshore Wind,0.45610000000
7,2035,Kenya,2020,Solar PV (Distributed with Storage),0.25780000000
7,2040,Kenya,2020,Solar PV (Distributed with Storage),0.15470000000
7,2045,Kenya,2020,Solar PV (Distributed with Storage),0.09280000000
7,2049,Kenya,2020,Solar PV (Distributed with Storage),0.06310000000
7,2050,Kenya,2020,Solar PV (Distributed with Storage),0.05570000000
