asset,year,region,installed,technology,capacity
0,2050,Kenya,2020,Biomass Power Plant,0.33390000000
1,2050,Kenya,2020,Gas Power Plant (CCGT),34.09170000000
1,2054,Kenya,2020,Gas Power Plant (CCGT),34.09170000000
2,2050,Kenya,2020,Geothermal Power Plant,1.55460000000
3,2050,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),1.85140000000
4,2050,Kenya,2020,Light Fuel Oil Power Plant,1.06670000000
5,2050,Kenya,2020,Medium Hydropower Plant (10-100MW),0.92310000000
6,2050,Kenya,2020,Oil Fired Gas Turbine (SCGT),1.65840000000
7,2050,Kenya,2020,Onshore Wind,1.15020000000
8,2050,Kenya,2020,Solar PV (Distributed with Storage),0.14040000000
9,2050,Kenya,2020,Solar PV (Utility),0.08900000000
10,2050,Kenya,2025,Coal Power Plant,31.76880000000
10,2054,Kenya,2025,Coal Power Plant,31.76880000000
10,2055,Kenya,2025,Coal Power Plant,31.76880000000
10,2064,Kenya,2025,Coal Power Plant,31.76880000000
11,2050,Kenya,2030,Coal Power Plant,70.63490000000
11,2054,Kenya,2030,Coal Power Plant,70.63490000000
11,2055,Kenya,2030,Coal Power Plant,70.63490000000
11,2064,Kenya,2030,Coal Power Plant,70.63490000000
11,2065,Kenya,2030,Coal Power Plant,70.63490000000
11,2069,Kenya,2030,Coal Power Plant,70.63490000000
12,2050,Kenya,2035,Coal Power Plant,61.22800000000
12,2054,Kenya,2035,Coal Power Plant,61.22800000000
12,2055,Kenya,2035,Coal Power Plant,61.22800000000
12,2064,Kenya,2035,Coal Power Plant,61.22800000000
12,2065,Kenya,2035,Coal Power Plant,61.22800000000
12,2069,Kenya,2035,Coal Power Plant,61.22800000000
12,2070,Kenya,2035,Coal Power Plant,61.22800000000
12,2074,Kenya,2035,Coal Power Plant,61.22800000000
13,2050,Kenya,2040,Coal Power Plant,61.55160000000
13,2054,Kenya,2040,Coal Power Plant,61.55160000000
13,2055,Kenya,2040,Coal Power Plant,61.55160000000
13,2064,Kenya,2040,Coal Power Plant,61.55160000000
13,2065,Kenya,2040,Coal Power Plant,61.55160000000
13,2069,Kenya,2040,Coal Power Plant,61.55160000000
13,2070,Kenya,2040,Coal Power Plant,61.55160000000
13,2074,Kenya,2040,Coal Power Plant,61.55160000000
13,2075,Kenya,2040,Coal Power Plant,61.55160000000
13,2079,Kenya,2040,Coal Power Plant,61.55160000000
14,2050,Kenya,2045,Coal Power Plant,60.25030000000
14,2054,Kenya,2045,Coal Power Plant,60.25030000000
14,2055,Kenya,2045,Coal Power Plant,60.25030000000
14,2064,Kenya,2045,Coal Power Plant,60.25030000000
14,2065,Kenya,2045,Coal Power Plant,60.25030000000
14,2069,Kenya,2045,Coal Power Plant,60.25030000000
14,2070,Kenya,2045,Coal Power Plant,60.25030000000
14,2074,Kenya,2045,Coal Power Plant,60.25030000000
14,2075,Kenya,2045,Coal Power Plant,60.25030000000
14,2079,Kenya,2045,Coal Power Plant,60.25030000000
14,2080,Kenya,2045,Coal Power Plant,60.25030000000
14,2084,Kenya,2045,Coal Power Plant,60.25030000000
15,2055,Kenya,2050,Coal Power Plant,32.17250000000
15,2064,Kenya,2050,Coal Power Plant,32.17250000000
15,2065,Kenya,2050,Coal Power Plant,32.17250000000
15,2069,Kenya,2050,Coal Power Plant,32.17250000000
15,2070,Kenya,2050,Coal Power Plant,32.17250000000
15,2074,Kenya,2050,Coal Power Plant,32.17250000000
15,2075,Kenya,2050,Coal Power Plant,32.17250000000
15,2079,Kenya,2050,Coal Power Plant,32.17250000000
15,2080,Kenya,2050,Coal Power Plant,32.17250000000
15,2084,Kenya,2050,Coal Power Plant,32.17250000000
15,2085,Kenya,2050,Coal Power Plant,32.17250000000
15,2089,Kenya,2050,Coal Power Plant,32.17250000000
