,timeslice,region,technology,year,agent,category,sector,LCOE
0,"('winter', 'all-week', 'night')",Kenya,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
1,"('winter', 'all-week', 'night')",Kenya,CSP with Storage,2020,A1,newcapa,power,0.00000000000
2,"('winter', 'all-week', 'night')",Kenya,CSP without Storage,2020,A1,newcapa,power,0.00000000000
3,"('winter', 'all-week', 'night')",Kenya,Coal Power Plant,2020,A1,newcapa,power,0.00000000000
4,"('winter', 'all-week', 'night')",Kenya,Gas Power Plant (CCGT),2020,A1,newcapa,power,0.00000000000
5,"('winter', 'all-week', 'night')",Kenya,Gas Power Plant (SCGT),2020,A1,newcapa,power,0.00000000000
6,"('winter', 'all-week', 'night')",Kenya,Geothermal Power Plant,2020,A1,newcapa,power,0.00000000000
7,"('winter', 'all-week', 'night')",Kenya,Large Hydropower Plant (Dam) (>100MW),2020,A1,newcapa,power,0.00000000000
8,"('winter', 'all-week', 'night')",Kenya,Light Fuel Oil Power Plant,2020,A1,newcapa,power,0.00000000000
9,"('winter', 'all-week', 'night')",Kenya,Light Fuel Oil Standalone Generator (1kW),2020,A1,newcapa,power,0.00000000000
10,"('winter', 'all-week', 'night')",Kenya,Medium Hydropower Plant (10-100MW),2020,A1,newcapa,power,0.00000000000
11,"('winter', 'all-week', 'night')",Kenya,Nuclear Power Plant,2020,A1,newcapa,power,0.00000000000
12,"('winter', 'all-week', 'night')",Kenya,Offshore Wind,2020,A1,newcapa,power,0.00000000000
13,"('winter', 'all-week', 'night')",Kenya,Oil Fired Gas Turbine (SCGT),2020,A1,newcapa,power,0.00000000000
14,"('winter', 'all-week', 'night')",Kenya,Onshore Wind,2020,A1,newcapa,power,0.00000000000
15,"('winter', 'all-week', 'night')",Kenya,Small Hydropower Plant (<10MW),2020,A1,newcapa,power,0.00000000000
16,"('winter', 'all-week', 'night')",Kenya,Solar PV (Distributed with Storage),2020,A1,newcapa,power,0.00000000000
17,"('winter', 'all-week', 'night')",Kenya,Solar PV (Utility),2020,A1,newcapa,power,0.00000000000
18,"('winter', 'all-week', 'day')",Kenya,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
19,"('winter', 'all-week', 'day')",Kenya,CSP with Storage,2020,A1,newcapa,power,0.00000000000
20,"('winter', 'all-week', 'day')",Kenya,CSP without Storage,2020,A1,newcapa,power,0.00000000000
21,"('winter', 'all-week', 'day')",Kenya,Coal Power Plant,2020,A1,newcapa,power,0.00000000000
22,"('winter', 'all-week', 'day')",Kenya,Gas Power Plant (CCGT),2020,A1,newcapa,power,0.00000000000
23,"('winter', 'all-week', 'day')",Kenya,Gas Power Plant (SCGT),2020,A1,newcapa,power,0.00000000000
24,"('winter', 'all-week', 'day')",Kenya,Geothermal Power Plant,2020,A1,newcapa,power,0.00000000000
25,"('winter', 'all-week', 'day')",Kenya,Large Hydropower Plant (Dam) (>100MW),2020,A1,newcapa,power,0.00000000000
26,"('winter', 'all-week', 'day')",Kenya,Light Fuel Oil Power Plant,2020,A1,newcapa,power,0.00000000000
27,"('winter', 'all-week', 'day')",Kenya,Light Fuel Oil Standalone Generator (1kW),2020,A1,newcapa,power,0.00000000000
28,"('winter', 'all-week', 'day')",Kenya,Medium Hydropower Plant (10-100MW),2020,A1,newcapa,power,0.00000000000
29,"('winter', 'all-week', 'day')",Kenya,Nuclear Power Plant,2020,A1,newcapa,power,0.00000000000
30,"('winter', 'all-week', 'day')",Kenya,Offshore Wind,2020,A1,newcapa,power,0.00000000000
31,"('winter', 'all-week', 'day')",Kenya,Oil Fired Gas Turbine (SCGT),2020,A1,newcapa,power,0.00000000000
32,"('winter', 'all-week', 'day')",Kenya,Onshore Wind,2020,A1,newcapa,power,0.00000000000
33,"('winter', 'all-week', 'day')",Kenya,Small Hydropower Plant (<10MW),2020,A1,newcapa,power,0.00000000000
34,"('winter', 'all-week', 'day')",Kenya,Solar PV (Distributed with Storage),2020,A1,newcapa,power,0.00000000000
35,"('winter', 'all-week', 'day')",Kenya,Solar PV (Utility),2020,A1,newcapa,power,0.00000000000
36,"('spring', 'all-week', 'night')",Kenya,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
37,"('spring', 'all-week', 'night')",Kenya,CSP with Storage,2020,A1,newcapa,power,0.00000000000
38,"('spring', 'all-week', 'night')",Kenya,CSP without Storage,2020,A1,newcapa,power,0.00000000000
39,"('spring', 'all-week', 'night')",Kenya,Coal Power Plant,2020,A1,newcapa,power,0.00000000000
40,"('spring', 'all-week', 'night')",Kenya,Gas Power Plant (CCGT),2020,A1,newcapa,power,0.00000000000
41,"('spring', 'all-week', 'night')",Kenya,Gas Power Plant (SCGT),2020,A1,newcapa,power,0.00000000000
42,"('spring', 'all-week', 'night')",Kenya,Geothermal Power Plant,2020,A1,newcapa,power,0.00000000000
43,"('spring', 'all-week', 'night')",Kenya,Large Hydropower Plant (Dam) (>100MW),2020,A1,newcapa,power,0.00000000000
44,"('spring', 'all-week', 'night')",Kenya,Light Fuel Oil Power Plant,2020,A1,newcapa,power,0.00000000000
45,"('spring', 'all-week', 'night')",Kenya,Light Fuel Oil Standalone Generator (1kW),2020,A1,newcapa,power,0.00000000000
46,"('spring', 'all-week', 'night')",Kenya,Medium Hydropower Plant (10-100MW),2020,A1,newcapa,power,0.00000000000
47,"('spring', 'all-week', 'night')",Kenya,Nuclear Power Plant,2020,A1,newcapa,power,0.00000000000
48,"('spring', 'all-week', 'night')",Kenya,Offshore Wind,2020,A1,newcapa,power,0.00000000000
49,"('spring', 'all-week', 'night')",Kenya,Oil Fired Gas Turbine (SCGT),2020,A1,newcapa,power,0.00000000000
50,"('spring', 'all-week', 'night')",Kenya,Onshore Wind,2020,A1,newcapa,power,0.00000000000
51,"('spring', 'all-week', 'night')",Kenya,Small Hydropower Plant (<10MW),2020,A1,newcapa,power,0.00000000000
52,"('spring', 'all-week', 'night')",Kenya,Solar PV (Distributed with Storage),2020,A1,newcapa,power,0.00000000000
53,"('spring', 'all-week', 'night')",Kenya,Solar PV (Utility),2020,A1,newcapa,power,0.00000000000
54,"('spring', 'all-week', 'day')",Kenya,Biomass Power Plant,2020,A1,newcapa,power,0.00000000000
55,"('spring', 'all-week', 'day')",Kenya,CSP with Storage,2020,A1,newcapa,power,0.00000000000
56,"('spring', 'all-week', 'day')",Kenya,CSP without Storage,2020,A1,newcapa,power,0.00000000000
57,"('spring', 'all-week', 'day')",Kenya,Coal Power Plant,2020,A1,newcapa,power,0.00000000000
58,"('spring', 'all-week', 'day')",Kenya,Gas Power Plant (CCGT),2020,A1,newcapa,power,0.00000000000
59,"('spring', 'all-week', 'day')",Kenya,Gas Power Plant (SCGT),2020,A1,newcapa,power,0.00000000000
60,"('spring', 'all-week', 'day')",Kenya,Geothermal Power Plant,2020,A1,newcapa,power,0.00000000000
61,"('spring', 'all-week', 'day')",Kenya,Large Hydropower Plant (Dam) (>100MW),2020,A1,newcapa,power,0.00000000000
62,"('spring', 'all-week', 'day')",Kenya,Light Fuel Oil Power Plant,2020,A1,newcapa,power,0.00000000000
63,"('spring', 'all-week', 'day')",Kenya,Light Fuel Oil Standalone Generator (1kW),2020,A1,newcapa,power,0.00000000000
64,"('spring', 'all-week', 'day')",Kenya,Medium Hydropower Plant (10-100MW),2020,A1,newcapa,power,0.00000000000
65,"('spring', 'all-week', 'day')",Kenya,Nuclear Power Plant,2020,A1,newcapa,power,0.00000000000
66,"('spring', 'all-week', 'day')",Kenya,Offshore Wind,2020,A1,newcapa,power,0.00000000000
67,"('spring', 'all-week', 'day')",Kenya,Oil Fired Gas Turbine (SCGT),2020,A1,newcapa,power,0.00000000000
68,"('spring', 'all-week', 'day')",Kenya,Onshore Wind,2020,A1,newcapa,power,0.00000000000
69,"('spring', 'all-week', 'day')",Kenya,Small Hydropower Plant (<10MW),2020,A1,newcapa,power,0.00000000000
70,"('spring', 'all-week', 'day')",Kenya,Solar PV (Distributed with Storage),2020,A1,newcapa,power,0.00000000000
71,"('spring', 'all-week', 'day')",Kenya,Solar PV (Utility),2020,A1,newcapa,power,0.00000000000
