,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
1,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
2,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
3,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
4,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
5,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
6,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
7,electricity,Kenya,Biomass Power Plant,2040,0.34070000000
8,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
9,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
10,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
11,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
12,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
13,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
14,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
15,electricity,Kenya,Biomass Power Plant,2045,0.23850000000
16,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
17,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
18,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
19,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
20,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
21,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
22,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
23,electricity,Kenya,Geothermal Power Plant,2040,164.72110000000
24,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
25,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
26,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
27,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
28,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
29,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
30,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
31,electricity,Kenya,Geothermal Power Plant,2045,163.96920000000
32,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,2.11000000000
33,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,2.11000000000
34,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,2.53930000000
35,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,2.53930000000
36,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,1.09780000000
37,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,1.09780000000
38,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,1.49710000000
39,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2040,1.49710000000
40,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.47700000000
41,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.47700000000
42,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.77750000000
43,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.77750000000
44,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,0.76840000000
45,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,0.76840000000
46,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.04800000000
47,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2045,1.04800000000
48,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
49,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
50,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
51,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
52,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
53,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
54,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
55,electricity,Kenya,Light Fuel Oil Power Plant,2040,1.74150000000
56,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
57,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
58,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
59,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
60,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
61,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
62,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
63,electricity,Kenya,Light Fuel Oil Power Plant,2045,1.21910000000
64,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,1.05200000000
65,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,1.05200000000
66,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,1.26610000000
67,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,1.26610000000
68,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,0.54730000000
69,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,0.54730000000
70,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,0.74650000000
71,electricity,Kenya,Medium Hydropower Plant (10-100MW),2040,0.74650000000
72,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.73640000000
73,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.73640000000
74,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.88630000000
75,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.88630000000
76,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.38310000000
77,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.38310000000
78,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.52250000000
79,electricity,Kenya,Medium Hydropower Plant (10-100MW),2045,0.52250000000
80,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
81,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
82,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
83,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
84,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
85,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
86,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2040,2.70770000000
