asset,year,region,technology,installed,capacity
0,2025,Kenya,Biomass Power Plant,2020,2.78150000000
0,2030,Kenya,Biomass Power Plant,2020,2.72580000000
0,2035,Kenya,Biomass Power Plant,2020,2.67130000000
0,2040,Kenya,Biomass Power Plant,2020,2.61790000000
0,2045,Kenya,Biomass Power Plant,2020,2.56550000000
1,2030,Kenya,CSP without Storage,2025,1.91610000000
1,2035,Kenya,CSP without Storage,2025,1.91610000000
1,2040,Kenya,CSP without Storage,2025,1.91610000000
1,2045,Kenya,CSP without Storage,2025,1.91610000000
1,2048,Kenya,CSP without Storage,2025,1.91610000000
1,2049,Kenya,CSP without Storage,2025,1.91610000000
1,2054,Kenya,CSP without Storage,2025,1.91610000000
1,2055,Kenya,CSP without Storage,2025,1.91610000000
1,2059,Kenya,CSP without Storage,2025,1.91610000000
2,2025,Kenya,Geothermal Power Plant,2020,12.94930000000
2,2030,Kenya,Geothermal Power Plant,2020,12.69030000000
2,2035,Kenya,Geothermal Power Plant,2020,12.43650000000
2,2040,Kenya,Geothermal Power Plant,2020,12.18780000000
2,2045,Kenya,Geothermal Power Plant,2020,11.94400000000
3,2025,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,15.42170000000
3,2030,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,15.11330000000
3,2035,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.81100000000
3,2040,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.51480000000
3,2045,Kenya,Large Hydropower Plant (Dam) (>100MW),2020,14.22450000000
4,2025,Kenya,Light Fuel Oil Power Plant,2020,8.88530000000
4,2030,Kenya,Light Fuel Oil Power Plant,2020,8.70760000000
4,2035,Kenya,Light Fuel Oil Power Plant,2020,8.53340000000
4,2040,Kenya,Light Fuel Oil Power Plant,2020,8.36270000000
4,2045,Kenya,Light Fuel Oil Power Plant,2020,8.19550000000
5,2025,Kenya,Medium Hydropower Plant (10-100MW),2020,1045.25890000000
5,2030,Kenya,Medium Hydropower Plant (10-100MW),2020,1045.10520000000
5,2035,Kenya,Medium Hydropower Plant (10-100MW),2020,1044.95450000000
5,2040,Kenya,Medium Hydropower Plant (10-100MW),2020,1044.80680000000
5,2045,Kenya,Medium Hydropower Plant (10-100MW),2020,1044.66200000000
5,2048,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2049,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2054,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2055,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2059,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2060,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
5,2074,Kenya,Medium Hydropower Plant (10-100MW),2020,1037.56970000000
6,2030,Kenya,Medium Hydropower Plant (10-100MW),2025,597.84070000000
6,2054,Kenya,Medium Hydropower Plant (10-100MW),2025,597.84070000000
6,2055,Kenya,Medium Hydropower Plant (10-100MW),2025,597.84070000000
6,2079,Kenya,Medium Hydropower Plant (10-100MW),2025,597.84070000000
7,2030,Kenya,Offshore Wind,2025,386.87160000000
7,2035,Kenya,Offshore Wind,2025,1.29010000000
7,2040,Kenya,Offshore Wind,2025,1.29010000000
7,2045,Kenya,Offshore Wind,2025,1.29010000000
7,2048,Kenya,Offshore Wind,2025,1.29010000000
7,2049,Kenya,Offshore Wind,2025,1.29010000000
7,2054,Kenya,Offshore Wind,2025,386.87160000000
8,2025,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.81470000000
8,2030,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.53840000000
8,2035,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.26760000000
8,2040,Kenya,Oil Fired Gas Turbine (SCGT),2020,13.00220000000
8,2045,Kenya,Oil Fired Gas Turbine (SCGT),2020,12.74220000000
9,2025,Kenya,Onshore Wind,2020,9.58060000000
9,2030,Kenya,Onshore Wind,2020,9.38900000000
9,2035,Kenya,Onshore Wind,2020,9.20120000000
9,2040,Kenya,Onshore Wind,2020,9.01720000000
9,2045,Kenya,Onshore Wind,2020,8.83690000000
10,2025,Kenya,Solar PV (Distributed with Storage),2020,1.16950000000
10,2030,Kenya,Solar PV (Distributed with Storage),2020,1.14610000000
10,2035,Kenya,Solar PV (Distributed with Storage),2020,1.12310000000
10,2040,Kenya,Solar PV (Distributed with Storage),2020,1.10070000000
10,2045,Kenya,Solar PV (Distributed with Storage),2020,1.07870000000
11,2025,Kenya,Solar PV (Utility),2020,2024.28250000000
11,2030,Kenya,Solar PV (Utility),2020,2024.26770000000
11,2035,Kenya,Solar PV (Utility),2020,2024.25310000000
11,2040,Kenya,Solar PV (Utility),2020,2024.23890000000
11,2045,Kenya,Solar PV (Utility),2020,2024.22490000000
11,2048,Kenya,Solar PV (Utility),2020,2023.54080000000
