asset,year,region,installed,technology,capacity
0,2050,Kenya,2020,Biomass Power Plant,0.33390000000
1,2050,Kenya,2020,Geothermal Power Plant,1.55460000000
2,2050,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),1.85140000000
3,2050,Kenya,2020,Light Fuel Oil Power Plant,1.06670000000
4,2050,Kenya,2020,Medium Hydropower Plant (10-100MW),0.92310000000
5,2050,Kenya,2020,Oil Fired Gas Turbine (SCGT),1.65840000000
6,2050,Kenya,2020,Onshore Wind,1.15020000000
7,2050,Kenya,2020,Solar PV (Distributed with Storage),0.14040000000
8,2050,Kenya,2020,Solar PV (Utility),0.08900000000
9,2050,Kenya,2025,Geothermal Power Plant,173.50440000000
9,2054,Kenya,2025,Geothermal Power Plant,173.50440000000
10,2050,Kenya,2030,Biomass Power Plant,210.67220000000
10,2054,Kenya,2030,Biomass Power Plant,210.67220000000
10,2055,Kenya,2030,Biomass Power Plant,210.67220000000
10,2059,Kenya,2030,Biomass Power Plant,210.67220000000
10,2060,Kenya,2030,Biomass Power Plant,210.67220000000
10,2063,Kenya,2030,Biomass Power Plant,210.67220000000
10,2064,Kenya,2030,Biomass Power Plant,210.67220000000
11,2050,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2054,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2055,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2059,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2060,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2063,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2064,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2065,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2068,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2069,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2070,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2074,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2075,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2078,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2079,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
11,2084,Kenya,2030,Medium Hydropower Plant (10-100MW),186.10440000000
12,2050,Kenya,2030,Onshore Wind,59.67980000000
12,2054,Kenya,2030,Onshore Wind,59.67980000000
12,2055,Kenya,2030,Onshore Wind,59.67980000000
12,2059,Kenya,2030,Onshore Wind,59.67980000000
13,2050,Kenya,2035,CSP with Storage,490.22830000000
13,2054,Kenya,2035,CSP with Storage,490.22830000000
13,2055,Kenya,2035,CSP with Storage,490.22830000000
13,2059,Kenya,2035,CSP with Storage,490.22830000000
13,2060,Kenya,2035,CSP with Storage,490.22830000000
