,year,generated,technology,Power Type
50,2039,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
51,2040,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
52,2041,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
53,2042,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
54,2043,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
55,2044,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
56,2045,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
57,2046,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
58,2047,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
59,2048,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
60,2049,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
61,2050,0.4314535,Medium Hydropower Plant (10-100MW),Non-intermittent renewables
62,2020,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
63,2021,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
64,2022,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
65,2023,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
66,2024,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
67,2025,0.036645927,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
68,2026,0.039305165,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
69,2027,0.20817145,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
70,2028,0.24445224,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
71,2029,0.2840627,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
72,2030,0.32638529,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
73,2031,0.37312636,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
74,2032,0.42343726,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
75,2033,0.47762439,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
76,2034,0.62095909,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
77,2035,0.70428695,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
78,2036,0.84837302,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
79,2037,1.0395644,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
80,2038,1.1446948,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
81,2039,1.2397778,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
82,2040,1.3168563,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
83,2041,1.3921555,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
84,2042,1.4574373,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
85,2043,1.534987,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
86,2044,1.6170853,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
87,2045,1.8205611,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
88,2046,1.9296044,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
89,2047,2.0450275,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
90,2048,2.1672037,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
91,2049,2.2965282,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
92,2050,2.5501043,Gas Power Plant (CCGT),Gas Power Plant (CCGT)
93,2020,0.2875,Light Fuel Oil Power Plant,Fossil fuel
94,2021,,Light Fuel Oil Power Plant,Fossil fuel
95,2022,,Light Fuel Oil Power Plant,Fossil fuel
96,2023,,Light Fuel Oil Power Plant,Fossil fuel
97,2024,,Light Fuel Oil Power Plant,Fossil fuel
98,2025,,Light Fuel Oil Power Plant,Fossil fuel
99,2026,,Light Fuel Oil Power Plant,Fossil fuel
100,2027,,Light Fuel Oil Power Plant,Fossil fuel
101,2028,,Light Fuel Oil Power Plant,Fossil fuel
102,2029,,Light Fuel Oil Power Plant,Fossil fuel
103,2030,,Light Fuel Oil Power Plant,Fossil fuel
104,2031,,Light Fuel Oil Power Plant,Fossil fuel
105,2032,,Light Fuel Oil Power Plant,Fossil fuel
106,2033,,Light Fuel Oil Power Plant,Fossil fuel
107,2034,,Light Fuel Oil Power Plant,Fossil fuel
108,2035,,Light Fuel Oil Power Plant,Fossil fuel
109,2036,,Light Fuel Oil Power Plant,Fossil fuel
110,2037,,Light Fuel Oil Power Plant,Fossil fuel
111,2038,,Light Fuel Oil Power Plant,Fossil fuel
112,2039,,Light Fuel Oil Power Plant,Fossil fuel
113,2040,,Light Fuel Oil Power Plant,Fossil fuel
114,2041,,Light Fuel Oil Power Plant,Fossil fuel
115,2042,,Light Fuel Oil Power Plant,Fossil fuel
116,2043,,Light Fuel Oil Power Plant,Fossil fuel
117,2044,,Light Fuel Oil Power Plant,Fossil fuel
118,2045,,Light Fuel Oil Power Plant,Fossil fuel
119,2046,,Light Fuel Oil Power Plant,Fossil fuel
120,2047,,Light Fuel Oil Power Plant,Fossil fuel
121,2048,,Light Fuel Oil Power Plant,Fossil fuel
122,2049,,Light Fuel Oil Power Plant,Fossil fuel
123,2050,,Light Fuel Oil Power Plant,Fossil fuel
124,2020,0.447,Oil Fired Gas Turbine (SCGT),Fossil fuel
125,2021,0.447,Oil Fired Gas Turbine (SCGT),Fossil fuel
126,2022,0.447,Oil Fired Gas Turbine (SCGT),Fossil fuel
127,2023,0.447,Oil Fired Gas Turbine (SCGT),Fossil fuel
128,2024,0.327,Oil Fired Gas Turbine (SCGT),Fossil fuel
129,2025,0.327,Oil Fired Gas Turbine (SCGT),Fossil fuel
130,2026,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
131,2027,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
132,2028,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
133,2029,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
134,2030,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
135,2031,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
136,2032,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
137,2033,0.252,Oil Fired Gas Turbine (SCGT),Fossil fuel
138,2034,0.162,Oil Fired Gas Turbine (SCGT),Fossil fuel
139,2035,0.162,Oil Fired Gas Turbine (SCGT),Fossil fuel
140,2036,0.088,Oil Fired Gas Turbine (SCGT),Fossil fuel
141,2037,,Oil Fired Gas Turbine (SCGT),Fossil fuel
142,2038,,Oil Fired Gas Turbine (SCGT),Fossil fuel
143,2039,,Oil Fired Gas Turbine (SCGT),Fossil fuel
144,2040,,Oil Fired Gas Turbine (SCGT),Fossil fuel
145,2041,,Oil Fired Gas Turbine (SCGT),Fossil fuel
146,2042,,Oil Fired Gas Turbine (SCGT),Fossil fuel
147,2043,,Oil Fired Gas Turbine (SCGT),Fossil fuel
148,2044,,Oil Fired Gas Turbine (SCGT),Fossil fuel
149,2045,,Oil Fired Gas Turbine (SCGT),Fossil fuel
150,2046,,Oil Fired Gas Turbine (SCGT),Fossil fuel
151,2047,,Oil Fired Gas Turbine (SCGT),Fossil fuel
152,2048,,Oil Fired Gas Turbine (SCGT),Fossil fuel
153,2049,,Oil Fired Gas Turbine (SCGT),Fossil fuel
154,2050,,Oil Fired Gas Turbine (SCGT),Fossil fuel
155,2020,0.024,Solar PV (Utility),Intermittent renewables
156,2021,0.024,Solar PV (Utility),Intermittent renewables
157,2022,0.024,Solar PV (Utility),Intermittent renewables
158,2023,0.024,Solar PV (Utility),Intermittent renewables
159,2024,0.024,Solar PV (Utility),Intermittent renewables
160,2025,0.024,Solar PV (Utility),Intermittent renewables
161,2026,0.024,Solar PV (Utility),Intermittent renewables
162,2027,0.024,Solar PV (Utility),Intermittent renewables
163,2028,0.024,Solar PV (Utility),Intermittent renewables
164,2029,0.024,Solar PV (Utility),Intermittent renewables
165,2030,0.024,Solar PV (Utility),Intermittent renewables
166,2031,0.024,Solar PV (Utility),Intermittent renewables
167,2032,0.024,Solar PV (Utility),Intermittent renewables
168,2033,0.024,Solar PV (Utility),Intermittent renewables
169,2034,0.024,Solar PV (Utility),Intermittent renewables
170,2035,0.024,Solar PV (Utility),Intermittent renewables
171,2036,0.024,Solar PV (Utility),Intermittent renewables
172,2037,0.024,Solar PV (Utility),Intermittent renewables
173,2038,,Solar PV (Utility),Intermittent renewables
174,2039,,Solar PV (Utility),Intermittent renewables
175,2040,,Solar PV (Utility),Intermittent renewables
176,2041,,Solar PV (Utility),Intermittent renewables
177,2042,,Solar PV (Utility),Intermittent renewables
178,2043,,Solar PV (Utility),Intermittent renewables
179,2044,,Solar PV (Utility),Intermittent renewables
180,2045,,Solar PV (Utility),Intermittent renewables
181,2046,,Solar PV (Utility),Intermittent renewables
182,2047,,Solar PV (Utility),Intermittent renewables
183,2048,,Solar PV (Utility),Intermittent renewables
184,2049,,Solar PV (Utility),Intermittent renewables
185,2050,,Solar PV (Utility),Intermittent renewables
186,2020,0.31,Onshore Wind,Intermittent renewables
187,2021,0.31,Onshore Wind,Intermittent renewables
188,2022,0.31,Onshore Wind,Intermittent renewables
189,2023,0.31,Onshore Wind,Intermittent renewables
190,2024,0.31,Onshore Wind,Intermittent renewables
191,2025,0.31,Onshore Wind,Intermittent renewables
192,2026,0.31,Onshore Wind,Intermittent renewables
193,2027,0.31,Onshore Wind,Intermittent renewables
194,2028,0.31,Onshore Wind,Intermittent renewables
195,2029,0.31,Onshore Wind,Intermittent renewables
196,2030,0.31,Onshore Wind,Intermittent renewables
197,2031,0.31,Onshore Wind,Intermittent renewables
198,2032,0.31,Onshore Wind,Intermittent renewables
199,2033,0.31,Onshore Wind,Intermittent renewables
200,2034,0.31,Onshore Wind,Intermittent renewables
201,2035,0.31,Onshore Wind,Intermittent renewables
202,2036,0.31,Onshore Wind,Intermittent renewables
203,2037,0.31,Onshore Wind,Intermittent renewables
204,2038,0.31,Onshore Wind,Intermittent renewables
205,2039,0.31,Onshore Wind,Intermittent renewables
206,2040,0.31,Onshore Wind,Intermittent renewables
207,2041,0.31,Onshore Wind,Intermittent renewables
208,2042,,Onshore Wind,Intermittent renewables
209,2043,,Onshore Wind,Intermittent renewables
210,2044,,Onshore Wind,Intermittent renewables
211,2045,,Onshore Wind,Intermittent renewables
212,2046,,Onshore Wind,Intermittent renewables
213,2047,,Onshore Wind,Intermittent renewables
214,2048,,Onshore Wind,Intermittent renewables
215,2049,,Onshore Wind,Intermittent renewables
216,2050,,Onshore Wind,Intermittent renewables
217,2020,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
218,2021,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
219,2022,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
220,2023,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
221,2024,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
222,2025,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
223,2026,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
224,2027,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
225,2028,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
226,2029,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
227,2030,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
228,2031,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
229,2032,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
230,2033,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
231,2034,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
232,2035,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
233,2036,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
234,2037,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
235,2038,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
236,2039,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
237,2040,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
238,2041,,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
239,2042,0.00460566,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
240,2043,0.018287942,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
241,2044,0.032772746,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
242,2045,0.048106863,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
243,2046,0.0646543,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
244,2047,0.082169871,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
245,2048,0.10071024,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
246,2049,0.12033537,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
247,2050,0.14221367,Gas Power Plant (SCGT),Gas Power Plant (SCGT)
248,2020,0.006435,Off-grid Hydropower,Non-intermittent renewables
249,2021,0.006435,Off-grid Hydropower,Non-intermittent renewables
250,2022,0.006435,Off-grid Hydropower,Non-intermittent renewables
251,2023,0.006435,Off-grid Hydropower,Non-intermittent renewables
252,2024,0.006435,Off-grid Hydropower,Non-intermittent renewables
253,2025,0.006435,Off-grid Hydropower,Non-intermittent renewables
254,2026,0.006435,Off-grid Hydropower,Non-intermittent renewables
255,2027,0.006435,Off-grid Hydropower,Non-intermittent renewables
256,2028,0.006435,Off-grid Hydropower,Non-intermittent renewables
257,2029,0.006435,Off-grid Hydropower,Non-intermittent renewables
258,2030,0.006435,Off-grid Hydropower,Non-intermittent renewables
259,2031,0.006435,Off-grid Hydropower,Non-intermittent renewables
260,2032,0.006435,Off-grid Hydropower,Non-intermittent renewables
261,2033,0.006435,Off-grid Hydropower,Non-intermittent renewables
262,2034,0.006435,Off-grid Hydropower,Non-intermittent renewables
263,2035,0.006435,Off-grid Hydropower,Non-intermittent renewables
264,2036,0.006435,Off-grid Hydropower,Non-intermittent renewables
265,2037,0.006435,Off-grid Hydropower,Non-intermittent renewables
266,2038,0.006435,Off-grid Hydropower,Non-intermittent renewables
267,2039,0.006435,Off-grid Hydropower,Non-intermittent renewables
268,2040,0.006435,Off-grid Hydropower,Non-intermittent renewables
269,2041,0.006435,Off-grid Hydropower,Non-intermittent renewables
270,2042,0.006435,Off-grid Hydropower,Non-intermittent renewables
271,2043,0.006435,Off-grid Hydropower,Non-intermittent renewables
272,2044,0.006435,Off-grid Hydropower,Non-intermittent renewables
273,2045,0.006435,Off-grid Hydropower,Non-intermittent renewables
274,2046,0.006435,Off-grid Hydropower,Non-intermittent renewables
275,2047,0.006435,Off-grid Hydropower,Non-intermittent renewables
276,2048,0.006435,Off-grid Hydropower,Non-intermittent renewables
277,2049,0.006435,Off-grid Hydropower,Non-intermittent renewables
278,2050,0.003096,Off-grid Hydropower,Non-intermittent renewables
279,2020,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
280,2021,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
281,2022,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
282,2023,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
283,2024,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
284,2025,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
285,2026,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
286,2027,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
287,2028,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
288,2029,0.03784,Solar PV (Distributed with Storage),Intermittent renewables
289,2030,0.03783,Solar PV (Distributed with Storage),Intermittent renewables
290,2031,0.037676,Solar PV (Distributed with Storage),Intermittent renewables
291,2032,0.037676,Solar PV (Distributed with Storage),Intermittent renewables
292,2033,0.037676,Solar PV (Distributed with Storage),Intermittent renewables
293,2034,0.0369,Solar PV (Distributed with Storage),Intermittent renewables
294,2035,0.03495,Solar PV (Distributed with Storage),Intermittent renewables
295,2036,0.031173,Solar PV (Distributed with Storage),Intermittent renewables
296,2037,0.02228,Solar PV (Distributed with Storage),Intermittent renewables
297,2038,0.008247,Solar PV (Distributed with Storage),Intermittent renewables
298,2039,0.007155,Solar PV (Distributed with Storage),Intermittent renewables
299,2040,0.001,Solar PV (Distributed with Storage),Intermittent renewables
300,2041,0.001,Solar PV (Distributed with Storage),Intermittent renewables
301,2042,,Solar PV (Distributed with Storage),Intermittent renewables
302,2043,,Solar PV (Distributed with Storage),Intermittent renewables
303,2044,,Solar PV (Distributed with Storage),Intermittent renewables
304,2045,,Solar PV (Distributed with Storage),Intermittent renewables
305,2046,,Solar PV (Distributed with Storage),Intermittent renewables
306,2047,,Solar PV (Distributed with Storage),Intermittent renewables
307,2048,,Solar PV (Distributed with Storage),Intermittent renewables
308,2049,,Solar PV (Distributed with Storage),Intermittent renewables
309,2050,,Solar PV (Distributed with Storage),Intermittent renewables
310,2020,0.09,Biomass Power Plant,Non-intermittent renewables
311,2021,0.09,Biomass Power Plant,Non-intermittent renewables
312,2022,0.09,Biomass Power Plant,Non-intermittent renewables
313,2023,0.09,Biomass Power Plant,Non-intermittent renewables
314,2024,0.09,Biomass Power Plant,Non-intermittent renewables
315,2025,0.09,Biomass Power Plant,Non-intermittent renewables
316,2026,0.09,Biomass Power Plant,Non-intermittent renewables
317,2027,0.09,Biomass Power Plant,Non-intermittent renewables
318,2028,0.09,Biomass Power Plant,Non-intermittent renewables
319,2029,0.09,Biomass Power Plant,Non-intermittent renewables
320,2030,0.09,Biomass Power Plant,Non-intermittent renewables
321,2031,,Biomass Power Plant,Non-intermittent renewables
322,2032,,Biomass Power Plant,Non-intermittent renewables
323,2033,,Biomass Power Plant,Non-intermittent renewables
324,2034,,Biomass Power Plant,Non-intermittent renewables
325,2035,,Biomass Power Plant,Non-intermittent renewables
326,2036,,Biomass Power Plant,Non-intermittent renewables
327,2037,,Biomass Power Plant,Non-intermittent renewables
328,2038,,Biomass Power Plant,Non-intermittent renewables
329,2039,,Biomass Power Plant,Non-intermittent renewables
330,2040,,Biomass Power Plant,Non-intermittent renewables
331,2041,,Biomass Power Plant,Non-intermittent renewables
332,2042,,Biomass Power Plant,Non-intermittent renewables
333,2043,,Biomass Power Plant,Non-intermittent renewables
334,2044,,Biomass Power Plant,Non-intermittent renewables
335,2045,,Biomass Power Plant,Non-intermittent renewables
336,2046,,Biomass Power Plant,Non-intermittent renewables
337,2047,,Biomass Power Plant,Non-intermittent renewables
338,2048,,Biomass Power Plant,Non-intermittent renewables
339,2049,,Biomass Power Plant,Non-intermittent renewables
340,2050,,Biomass Power Plant,Non-intermittent renewables
341,2020,,Coal Power Plant,Fossil fuel
342,2021,0.15414052,Coal Power Plant,Fossil fuel
343,2022,0.25433519,Coal Power Plant,Fossil fuel
344,2023,0.36154016,Coal Power Plant,Fossil fuel
345,2024,0.9815,Coal Power Plant,Fossil fuel
346,2025,0.9815,Coal Power Plant,Fossil fuel
347,2026,0.9815,Coal Power Plant,Fossil fuel
348,2027,0.9815,Coal Power Plant,Fossil fuel
349,2028,1.2025981,Coal Power Plant,Fossil fuel
350,2029,1.355827,Coal Power Plant,Fossil fuel
351,2030,1.5332053,Coal Power Plant,Fossil fuel
352,2031,1.7667318,Coal Power Plant,Fossil fuel
353,2032,1.9613543,Coal Power Plant,Fossil fuel
354,2033,2.1709715,Coal Power Plant,Fossil fuel
355,2034,2.3966243,Coal Power Plant,Fossil fuel
356,2035,2.7160881,Coal Power Plant,Fossil fuel
357,2036,2.9984667,Coal Power Plant,Fossil fuel
358,2037,3.359553,Coal Power Plant,Fossil fuel
359,2038,3.6861173,Coal Power Plant,Fossil fuel
360,2039,4.1711255,Coal Power Plant,Fossil fuel
361,2040,4.8927845,Coal Power Plant,Fossil fuel
362,2041,5.2152484,Coal Power Plant,Fossil fuel
363,2042,5.6393715,Coal Power Plant,Fossil fuel
364,2043,6.2147671,Coal Power Plant,Fossil fuel
365,2044,6.6043988,Coal Power Plant,Fossil fuel
366,2045,6.8928638,Coal Power Plant,Fossil fuel
367,2046,7.3146865,Coal Power Plant,Fossil fuel
368,2047,7.7611885,Coal Power Plant,Fossil fuel
369,2048,8.2338144,Coal Power Plant,Fossil fuel
370,2049,8.7340927,Coal Power Plant,Fossil fuel
371,2050,9.1481519,Coal Power Plant,Fossil fuel
372,2020,0.65562328,Geothermal Power Plant,Non-intermittent renewables
373,2021,0.65562328,Geothermal Power Plant,Non-intermittent renewables
374,2022,0.65562328,Geothermal Power Plant,Non-intermittent renewables
375,2023,0.65562328,Geothermal Power Plant,Non-intermittent renewables
376,2024,0.65562328,Geothermal Power Plant,Non-intermittent renewables
377,2025,0.65562328,Geothermal Power Plant,Non-intermittent renewables
378,2026,0.65562328,Geothermal Power Plant,Non-intermittent renewables
379,2027,0.65562328,Geothermal Power Plant,Non-intermittent renewables
380,2028,0.65562328,Geothermal Power Plant,Non-intermittent renewables
381,2029,0.65562328,Geothermal Power Plant,Non-intermittent renewables
382,2030,0.65562328,Geothermal Power Plant,Non-intermittent renewables
383,2031,0.65562328,Geothermal Power Plant,Non-intermittent renewables
384,2032,0.65562328,Geothermal Power Plant,Non-intermittent renewables
385,2033,0.65562328,Geothermal Power Plant,Non-intermittent renewables
386,2034,0.65562328,Geothermal Power Plant,Non-intermittent renewables
387,2035,0.65562328,Geothermal Power Plant,Non-intermittent renewables
388,2036,0.65562328,Geothermal Power Plant,Non-intermittent renewables
389,2037,0.65562328,Geothermal Power Plant,Non-intermittent renewables
390,2038,0.65562328,Geothermal Power Plant,Non-intermittent renewables
391,2039,0.51562328,Geothermal Power Plant,Non-intermittent renewables
392,2040,0.23662328,Geothermal Power Plant,Non-intermittent renewables
393,2041,0.23662328,Geothermal Power Plant,Non-intermittent renewables
394,2042,0.23662328,Geothermal Power Plant,Non-intermittent renewables
395,2043,0.007532555,Geothermal Power Plant,Non-intermittent renewables
396,2044,,Geothermal Power Plant,Non-intermittent renewables
397,2045,,Geothermal Power Plant,Non-intermittent renewables
398,2046,,Geothermal Power Plant,Non-intermittent renewables
399,2047,,Geothermal Power Plant,Non-intermittent renewables
400,2048,,Geothermal Power Plant,Non-intermittent renewables
401,2049,,Geothermal Power Plant,Non-intermittent renewables
402,2050,,Geothermal Power Plant,Non-intermittent renewables
